person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,emp_length_missing,int_rate_missing,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,actual_default,pd_score,risk_bucket,loan_decision,interest_rate,expected_loss,expected_interest_income,expected_profit
1.4940282073374511,2.9249333024435225,2.0,0.8844849262450822,-0.4077090273392264,-0.7506997035088209,0,17,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.08217687,Low Risk,Approve,0.1,0.0436105238465067,0.08844849262450823,0.04483796877800152
-0.2723236708180962,-0.324568616630387,6.0,-1.139134939581897,1.2515172935532666,-1.1252125627046003,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.45675436,Medium Risk,Approve with Conditions,0.16,-0.3121829146508711,-0.18226159033310352,0.1299213243177676
0.04883121611927599,-0.08680018352741799,12.0,0.3988161584466072,-0.3322896491168403,0.27921065927957295,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.17755839,Low Risk,Approve,0.1,0.04248789532979404,0.039881615844660726,-0.0026062794851333115
-0.7540560012241546,-0.7736867680471062,7.0,0.3988161584466072,0.46453247731967295,1.5900056664648015,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.46623218,Medium Risk,Approve with Conditions,0.16,0.11156456107980395,0.06381058535145716,-0.04775397572834679
-0.43290111428678235,-0.43024347578726213,8.0,-1.1796073368984366,-0.8241551592628361,-1.1252125627046003,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.195682,Low Risk,Approve,0.1,-0.13849676191030674,-0.11796073368984367,0.020536028220463076
-0.11174622734941012,2.528652580605241,3.0,0.07503697991429055,1.7433828036992622,-1.0315843479056555,1,9,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.55932695,Medium Risk,Approve with Conditions,0.16,0.025182123367877847,0.012005916786286487,-0.01317620658159136
0.6911409899940204,-0.13004761963736913,2.0,-0.5725213771503428,0.7268607493975376,-0.6570714887098759,1,6,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.3832528,Medium Risk,Approve with Conditions,0.16,-0.1316522608748753,-0.09160342034405485,0.04004884053082046
8.077703389553582,-0.43024347578726213,41.0,-1.0581901449488178,-1.1455072925582201,-1.0315843479056555,0,25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.23737948,Low Risk,Approve,0.1,-0.15071558615616168,-0.10581901449488179,0.04489657166127989
2.77864775508694,1.5511601334041463,2.0,0.722595336978924,-0.00437930901950968,-0.5634432739109311,0,17,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0.469534,Medium Risk,Approve with Conditions,0.16,0.2035698688032127,0.11561525391662784,-0.08795461488658486
0.04883121611927599,-0.5887557645225747,9.0,0.43928855576314685,1.1760979153308804,1.1218645924700765,0,10,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.9141712,High Risk,Reject,0.22,0.2409509779118561,0.09664348226789231,-0.14430749564396378
0.3699861030566482,-1.0114552011500753,3.0,-0.04638021203532822,-0.00437930901950968,1.7772620960626908,0,5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.9837542,High Risk,Reject,0.22,-0.02737603973402906,-0.010203646647772208,0.017172393086256853
3.0998026420243123,-0.37740604620882456,3.0,-0.8963005556826595,-0.00437930901950968,-0.8443279183077657,1,17,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.15426603,Low Risk,Approve,0.1,-0.08296123950127204,-0.08963005556826596,-0.006668816066993918
-0.2723236708180962,-0.43024347578726213,1.0,0.8844849262450822,2.422157207700737,1.3091210220679665,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0.98847944,High Risk,Reject,0.22,0.5245771068758974,0.1945866837739181,-0.32999042310197935
-0.11174622734941012,0.6793425453599266,11.0,0.9816186798047772,0.5530682691459521,-0.0016739851172616544,0,9,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.137177,Low Risk,Approve,0.1,0.08079330949564832,0.09816186798047773,0.017368558484829405
1.654605650806137,0.36231796788930126,8.0,-0.5320489798338033,-1.391440047631218,-0.8443279183077657,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.007990085,Low Risk,Approve,0.1,-0.0025506699115690127,-0.05320489798338033,-0.050654228071811316
-0.9146334446928407,-0.6415931941010123,7.0,0.07503697991429055,-0.20768371987985496,0.7473517332742973,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.14448485,Low Risk,Approve,0.1,0.006505024084468122,0.007503697991429055,0.0009986739069609337
-0.11174622734941012,-0.5358126600849803,0.0,-0.7344109664165012,0.9137696432530156,-0.5634432739109311,0,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.42532122,Medium Risk,Approve with Conditions,0.16,-0.18741635903589737,-0.11750575462664019,0.06991060440925718
2.4574928681495676,0.018874675629457133,2.0,-0.7344109664165012,-0.4536164749528529,-0.8443279183077657,0,16,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.1513197,Low Risk,Approve,0.1,-0.06667850935569243,-0.07344109664165012,-0.0067625872859576885
0.6911409899940204,1.8681847108747713,1.0,1.0463745155112407,-0.00437930901950968,-0.4698150591119862,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.12692572,Low Risk,Approve,0.1,0.07968711060726458,0.10463745155112408,0.024950340943859506
0.8517184334627066,0.5472489714138327,11.0,-0.7344109664165012,-1.0176222599202611,-1.0315843479056555,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.10885854,Low Risk,Approve,0.1,-0.0479681458154321,-0.07344109664165012,-0.02547295082621802
-0.5934785577554684,1.47190398903649,4.0,0.07503697991429055,0.8547457820354962,-0.8443279183077657,1,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.16834208,Low Risk,Approve,0.1,0.007579129378915899,0.007503697991429055,-7.543138748684376e-05
0.04883121611927599,-0.37730037134966765,9.0,-0.24874219861802616,1.3859605329931721,-0.09530219991620661,1,9,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.42783388,Medium Risk,Approve with Conditions,0.16,-0.06385220619473635,-0.03979875177888419,0.02405345441585216
-0.7540560012241546,-1.3047557727399821,4.0,-0.5320489798338033,1.399076946597065,2.33903138485636,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.99895346,High Risk,Reject,0.22,-0.31889530844496844,-0.11705077556343672,0.2018445328815317
0.3699861030566482,0.5472489714138327,2.0,2.503380818906666,0.6022548201605518,1.1218645924700765,1,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.2314355,Low Risk,Approve,0.1,0.34762271130632,0.2503380818906666,-0.09728462941565341
-1.0752108881615268,-1.0907113455177315,2.0,-0.4106317878841845,-0.6897119198229306,1.2154928072690214,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25434366,Low Risk,Approve,0.1,-0.06266495845319865,-0.04106317878841845,0.021601779664780205
-0.5934785577554684,-0.22734774620606188,4.0,-0.26897839727629597,-0.11586882465260204,-0.28255862951409627,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18208717,Low Risk,Approve,0.1,-0.029386509585284475,-0.0268978397276296,0.0024886698576548766
0.04883121611927599,0.11123450253256598,8.0,0.07503697991429055,-0.00437930901950968,-0.18893041471515157,0,5,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.1827475,Low Risk,Approve,0.1,0.008227692544491391,0.007503697991429055,-0.0007239945530623359
1.1728733204000787,0.5472489714138327,0.0,0.3988161584466072,-0.329010545715867,-0.28255862951409627,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.08893235,Low Risk,Approve,0.1,0.021280595573958637,0.039881615844660726,0.01860102027070209
1.654605650806137,0.018874675629457133,12.0,-0.9610563913891229,-0.696270126624877,-1.0315843479056555,0,15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0074570323,Low Risk,Approve,0.1,-0.004299977151265926,-0.09610563913891229,-0.09180566198764636
0.3699861030566482,-0.060381468738199204,14.0,0.3988161584466072,0.23171613585056855,0.185582444480628,0,9,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.24101317,Low Risk,Approve,0.1,0.057671967786441194,0.039881615844660726,-0.01779035194178047
-0.43290111428678235,-0.27173118705194943,3.0,2.503380818906666,1.9073379737479277,2.71354424405214,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.99299943,High Risk,Reject,0.22,1.4915135021493664,0.5507437801594666,-0.9407697219898998
-0.11174622734941012,-0.7472680532578875,11.0,-0.8153557610495804,-1.1520654993601667,-0.3761868443130412,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.03169867,Low Risk,Approve,0.1,-0.015507416949055037,-0.08153557610495804,-0.066028159155903
-0.9146334446928407,-0.7472680532578875,1.0,-0.5725213771503428,0.5497891657449788,-0.0016739851172616544,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.35890085,Medium Risk,Approve with Conditions,0.16,-0.12328704534759419,-0.09160342034405485,0.03168362500353934
-0.7540560012241546,0.36231796788930126,7.0,0.07503697991429055,-1.7095130775256289,-0.3761868443130412,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.11679325,Low Risk,Approve,0.1,0.005258287766428033,0.007503697991429055,0.002245410225001022
-0.9146334446928407,-0.7736867680471062,6.0,-0.7344109664165012,-0.00437930901950968,-0.28255862951409627,0,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.25904745,Low Risk,Approve,0.1,-0.11414837225990022,-0.07344109664165012,0.040707275618250105
0.2094086595879621,-0.1302853880704721,5.0,0.010281144207827208,0.8744204024413362,-0.28255862951409627,1,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.9362777,High Risk,Reject,0.22,0.005775603677121788,0.0022618517257219856,-0.0035137519513998025
0.04883121611927599,-0.08680018352741799,12.0,0.3988161584466072,-0.3322896491168403,0.27921065927957295,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.17755839,Low Risk,Approve,0.1,0.04248789532979404,0.039881615844660726,-0.0026062794851333115
-0.2723236708180962,0.49441154183539515,1.0,1.208264104777399,-0.24703296069153438,0.27921065927957295,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.1583852,Low Risk,Approve,0.1,0.11482269999376882,0.1208264104777399,0.006003710483971081
2.77864775508694,1.6039975629825838,14.0,0.07503697991429055,-0.00437930901950968,-0.8443279183077657,0,12,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.12499629,Low Risk,Approve,0.1,0.005627606555548504,0.007503697991429055,0.0018760914358805511
-0.2723236708180962,-0.9057803419932001,10.0,-0.49157658251726366,-1.4373474952448444,0.46646708887746263,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.035861194,Low Risk,Approve,0.1,-0.010577114686862892,-0.04915765825172637,-0.03858054356486348
-0.11174622734941012,-0.7472680532578875,7.0,-0.5725213771503428,-0.24703296069153438,-0.0016739851172616544,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.22861451,Low Risk,Approve,0.1,-0.07853201615384091,-0.05725213771503428,0.021279878438806625
0.8517184334627066,-1.0392741078231227,3.0,-0.47134038385899385,0.5530682691459521,0.9346081628721872,0,9,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.768475,High Risk,Reject,0.22,-0.2173279910234718,-0.10369488444897865,0.11363310657449316
-0.7540560012241546,0.23022439394320737,7.0,-0.32968699325110534,0.7268607493975376,-0.6570714887098759,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.3048256,Medium Risk,Approve with Conditions,0.16,-0.06029822210169944,-0.05274991892017686,0.007548303181522581
1.333450763868765,2.264465432713053,20.0,0.07503697991429055,-0.00437930901950968,-0.9379561331067104,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2788507,Low Risk,Approve,0.1,0.012554469495391744,0.007503697991429055,-0.005050771503962688
0.3699861030566482,-0.5887557645225747,0.0,-1.1796073368984366,-0.696270126624877,-1.1252125627046003,0,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.023455704,Low Risk,Approve,0.1,-0.01660111315577142,-0.11796073368984367,-0.10135962053407224
0.5305635465253343,-1.317912292705013,0.0,-1.341496926164595,-0.00437930901950968,-0.7506997035088209,0,8,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0.52805895,Medium Risk,Approve with Conditions,0.16,-0.425033679838352,-0.2146395081863352,0.2103941716520168
-0.43290111428678235,0.6739531275429259,2.0,-0.0868526093518678,0.034969931792169735,-0.6570714887098759,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.010222038,Low Risk,Approve,0.1,-0.0005326864576039942,-0.00868526093518678,-0.008152574477582787
0.04883121611927599,-0.11321889831663676,1.0,2.0177120511081905,1.012142745282215,1.8708903108616357,1,8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.036156032,Low Risk,Approve,0.1,0.04377148018242499,0.20177120511081906,0.15799972492839406
0.8517184334627066,-1.0642926307285128,2.0,-0.5725213771503428,-0.24703296069153438,0.7473517332742973,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.21802056,Low Risk,Approve,0.1,-0.07489286501565047,-0.05725213771503428,0.017640727300616187
-0.43290111428678235,-1.191102461716763,5.0,-0.8963005556826595,-0.00437930901950968,0.3728388740785177,0,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.99559045,High Risk,Reject,0.22,-0.5354089846384158,-0.1971861222501851,0.33822286238823074
0.5305635465253343,-0.4566621905764809,5.0,-0.7344109664165012,-0.20440461647888114,-0.5634432739109311,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.34903342,Medium Risk,Approve with Conditions,0.16,-0.1538003850904324,-0.11750575462664019,0.03629463046379221
-0.5934785577554684,-0.24541814712188753,0.0,0.4797609530796864,0.6120921303634715,0.5600953036764076,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.24567442,Low Risk,Approve,0.1,0.07071899816178974,0.04797609530796865,-0.022742902853821093
-0.2723236708180962,-1.5530388543290603,0.0,-1.3819693234811345,-0.4503373715518791,0.09195422968168304,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.9688492,High Risk,Reject,0.22,-0.8033519751665935,-0.3040332511658496,0.4993187240007439
-0.7540560012241546,-0.7208493384686687,4.0,0.07503697991429055,0.7301398527985109,0.9346081628721872,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.3665433,Medium Risk,Approve with Conditions,0.16,0.016502581699585253,0.012005916786286487,-0.004496664913298766
-0.9146334446928407,0.6793425453599266,6.0,0.10741489776752222,0.23171613585056855,-0.5634432739109311,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.12964928,Low Risk,Approve,0.1,0.008355759231129885,0.010741489776752223,0.002385730545622338
-0.11174622734941012,0.5208302566246139,0.0,1.0463745155112407,0.3956713058992338,0.185582444480628,0,10,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.25169906,Low Risk,Approve,0.1,0.15802289242231754,0.10463745155112408,-0.05338544087119346
-0.9146334446928407,-0.2505962152205744,7.0,-0.24874219861802616,-0.00437930901950968,-0.18893041471515157,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0075631803,Low Risk,Approve,0.1,-0.0011287693026835791,-0.02487421986180262,-0.02374545055911904
1.333450763868765,0.5208302566246139,6.0,2.503380818906666,0.6120921303634715,1.2154928072690214,1,11,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.42351252,Medium Risk,Approve with Conditions,0.16,0.6361279287717831,0.40054093102506655,-0.2355869977467166
-0.5934785577554684,-0.5887557645225747,9.0,0.23692656918044888,-1.8308399033616412,0.8409799480732422,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.108449794,Low Risk,Approve,0.1,0.015416782622494511,0.02369265691804489,0.008275874295550378
0.04883121611927599,-0.11321889831663676,6.0,0.8844849262450822,0.3235310310778209,0.7473517332742973,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.20519248,Low Risk,Approve,0.1,0.10889379278971265,0.08844849262450823,-0.02044530016520442
-0.5934785577554684,0.2063418757737536,2.0,-0.7667888842697329,-1.2668341183942327,-0.9379561331067104,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.12373095,Low Risk,Approve,0.1,-0.05692531485695561,-0.07667888842697329,-0.019753573570017682
0.04883121611927599,0.8378548340952393,13.0,0.8844849262450822,0.8088383344218703,-0.09530219991620661,0,6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.007672312,Low Risk,Approve,0.1,0.004071626696221569,0.08844849262450823,0.08437686592828665
0.6911409899940204,0.28306182352164494,5.0,1.0463745155112407,0.8153965412238168,0.3728388740785177,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.11385088,Low Risk,Approve,0.1,0.07147839668000164,0.10463745155112408,0.033159054871122445
-0.5934785577554684,-0.24531247226273065,5.0,-1.042001186022202,0.23171613585056855,-1.0315843479056555,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.24471806,Low Risk,Approve,0.1,-0.15299791140331115,-0.10420011860222021,0.048797792801090936
-0.7540560012241546,-0.5094996201549185,1.0,-0.37825387003095284,0.2809026868651677,-0.09530219991620661,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2784451,Low Risk,Approve,0.1,-0.06319376420680439,-0.03782538700309529,0.025368377203709103
-0.5934785577554684,0.41515539746773883,2.0,-0.7344109664165012,-1.3160206694088321,-1.0315843479056555,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06541378,Low Risk,Approve,0.1,-0.028824359204149927,-0.07344109664165012,-0.04461673743750019
-0.9146334446928407,-0.922661900743511,4.0,-0.4996710619805716,-0.00437930901950968,0.46646708887746263,0,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.92571807,High Risk,Reject,0.22,-0.27753274222821966,-0.10992763363572575,0.16760510859249392
-1.0752108881615268,-0.6151744793117936,5.0,-0.4106317878841845,-1.7095130775256289,-0.0016739851172616544,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.012146135,Low Risk,Approve,0.1,-0.0029925535207531205,-0.04106317878841845,-0.038070625267665324
-0.7540560012241546,-0.4566621905764809,7.0,0.6983118985890002,0.5497891657449788,1.1218645924700765,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3356979,Medium Risk,Approve with Conditions,0.16,0.14065310451276958,0.11172990377424004,-0.02892320073852954
-1.0752108881615268,-0.48302806793612124,4.0,-0.8963005556826595,-0.00437930901950968,-0.7506997035088209,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.4258922,Medium Risk,Approve with Conditions,0.16,-0.2290364621732748,-0.14340808890922552,0.08562837326404929
-1.0752108881615268,-0.8002111576954819,1.0,-0.5725213771503428,0.5006026147303791,0.09195422968168304,1,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.5483519,Medium Risk,Approve with Conditions,0.16,-0.18836591226099628,-0.09160342034405485,0.09676249191694143
-0.2723236708180962,-0.791651494103775,2.0,-0.0868526093518678,-1.4373474952448444,0.8409799480732422,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.40922403,Medium Risk,Approve with Conditions,0.16,-0.0213253063580684,-0.013896417496298847,0.007428888861769553
-1.0752108881615268,0.49441154183539515,4.0,-0.16779740398494697,-0.9848312259105282,-0.6570714887098759,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.11625416,Low Risk,Approve,0.1,-0.011704288331046411,-0.016779740398494697,-0.005075452067448286
0.5305635465253343,0.41515539746773883,6.0,-0.32968699325110534,0.38583399569631355,-0.7506997035088209,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.13969685,Low Risk,Approve,0.1,-0.027633742411246637,-0.03296869932511053,-0.005334956913863896
1.0122958769313928,-1.254507377210888,0.0,-1.2848355699214395,0.890815919446203,-0.6570714887098759,1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.1308945,Low Risk,Approve,0.1,-0.10090675107823426,-0.12848355699214395,-0.027576805913909694
-0.9146334446928407,-0.37740604620882456,0.0,1.693932872575874,0.15629675762818238,2.1517749552584706,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.3040694,Medium Risk,Approve with Conditions,0.16,0.30904391134686515,0.27102925961213986,-0.03801465173472529
-0.9146334446928407,-0.562337049733356,4.0,1.4591929681399445,0.27106537666224795,2.432659599655305,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.98692644,High Risk,Reject,0.22,0.8640696870559481,0.3210224529907878,-0.5430472340651603
-0.2723236708180962,0.018874675629457133,6.0,-0.04638021203532822,-0.00437930901950968,-0.28255862951409627,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.16968697,Low Risk,Approve,0.1,-0.004722071020625324,-0.004638021203532822,8.404981709250227e-05
-0.11174622734941012,2.290884147502272,11.0,1.693932872575874,1.22528446634548,-0.3761868443130412,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8003051,High Risk,Reject,0.22,0.8133979290351555,0.37266523196669227,-0.44073269706846324
-0.2723236708180962,4.251152784862305,10.0,1.693932872575874,-1.0241804667222079,-0.9379561331067104,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0060187927,Low Risk,Approve,0.1,0.0061172586089873636,0.1693932872575874,0.16327602864860002
2.1363379812121956,-0.24531247226273065,4.0,-0.8639226378294279,0.5530682691459521,-0.8443279183077657,0,16,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.41670415,Medium Risk,Approve with Conditions,0.16,-0.2160000983675898,-0.13822762205270847,0.07777247631488132
